Tiempo (s),Temperatura (°C)
0.00,21.75
0.20,21.75
0.41,21.50
0.61,21.75
0.82,21.25
1.02,21.50
1.22,21.50
1.43,21.50
1.63,21.50
1.83,21.50
2.05,21.50
2.26,21.50
2.47,21.50
2.67,21.75
2.87,21.50
3.08,21.50
3.28,21.50
3.48,21.50
3.68,21.50
3.89,21.50
4.09,20.50
4.29,21.00
4.50,21.50
4.70,21.50
4.90,21.50
5.10,21.50
5.31,21.50
5.51,21.25
5.71,21.50
5.91,21.50
6.12,21.75
6.32,21.00
6.52,21.50
6.72,21.00
6.94,21.75
7.14,21.50
7.34,21.25
7.56,21.50
7.76,21.00
7.97,21.50
8.17,21.25
8.37,21.50
8.58,21.25
8.78,21.50
8.98,21.50
9.18,21.50
9.39,21.50
9.59,21.50
9.79,21.50
9.99,21.50
10.20,21.50
10.41,21.75
10.61,21.75
10.83,21.00
11.03,21.00
11.24,20.75
11.44,21.75
11.64,21.75
11.84,21.25
12.05,20.50
12.25,21.00
12.45,21.50
12.65,21.50
12.86,21.25
13.06,21.25
13.26,21.50
13.46,21.50
13.67,21.00
13.87,21.25
14.07,21.25
14.27,21.25
14.48,21.50
14.68,21.50
14.88,21.25
15.08,21.50
15.29,21.50
15.49,21.25
15.69,21.50
15.89,21.50
16.10,21.50
16.30,21.00
16.50,21.25
16.71,21.25
16.91,21.50
17.11,21.75
17.32,21.25
17.52,21.00
17.72,21.25
17.92,21.25
18.13,21.25
18.34,21.50
18.54,21.25
18.75,21.25
18.95,21.25
19.15,21.50
19.35,21.75
19.56,21.00
19.76,21.75
19.96,21.00
20.16,21.25
20.36,21.25
20.56,21.25
20.76,21.25
20.97,21.50
21.17,21.25
21.37,21.25
21.58,21.50
21.78,21.50
21.98,21.25
22.19,21.25
22.39,21.25
22.59,21.50
22.81,21.25
23.01,21.25
23.21,21.25
23.43,21.25
23.64,21.00
23.84,21.50
24.05,21.00
24.26,21.25
24.47,21.00
24.67,21.00
24.89,21.50
25.09,21.25
25.29,21.50
25.49,21.00
25.69,21.50
25.90,21.25
26.10,21.25
26.30,21.25
26.51,21.25
26.71,21.00
26.91,21.25
27.12,20.75
27.32,21.25
27.52,21.25
27.73,21.00
27.93,21.50
28.13,21.00
28.33,21.50
28.53,21.25
28.74,21.50
28.94,21.00
29.14,21.25
29.35,21.25
29.55,21.25
29.76,21.25
29.97,21.25
30.17,21.25
30.37,21.25
30.58,21.25
30.78,21.25
30.98,21.25
31.20,21.00
31.40,21.25
31.60,21.50
31.80,21.50
32.01,21.50
32.21,21.25
32.42,21.25
32.62,21.00
32.82,21.50
33.03,21.50
33.23,21.25
33.45,21.50
33.65,21.00
33.85,20.75
34.06,21.00
34.26,21.50
34.46,21.00
34.66,21.00
34.87,20.75
35.07,20.75
35.27,21.25
35.47,21.25
35.68,21.25
35.88,21.50
36.08,21.50
36.28,21.50
36.49,21.25
36.69,20.75
36.90,20.75
37.10,21.00
37.30,21.25
37.51,21.50
37.72,21.00
37.92,21.25
38.12,21.25
38.33,21.25
38.53,21.25
38.73,21.50
38.95,20.75
39.15,21.00
39.35,21.00
39.56,21.50
39.76,20.75
39.96,21.25
40.17,21.25
40.37,20.75
40.58,21.50
40.78,21.50
40.99,21.50
41.19,21.25
41.40,21.00
41.60,21.00
41.80,21.50
42.01,21.00
42.21,21.25
42.41,21.25
42.61,21.25
42.82,21.00
43.02,21.00
43.22,21.25
43.43,21.25
43.63,21.50
43.83,21.25
44.04,20.75
44.24,21.25
44.44,21.50
44.64,21.50
44.85,21.25
45.05,21.25
45.25,21.50
45.46,21.00
45.66,21.25
45.86,21.00
46.07,21.25
46.27,21.25
46.48,21.00
46.68,21.00
46.89,20.75
47.09,21.00
47.29,21.25
47.50,21.00
47.70,21.25
47.91,21.50
48.11,21.25
48.31,21.25
48.51,21.00
48.71,20.75
48.92,21.00
49.12,21.25
49.32,21.25
49.53,20.75
49.73,20.75
49.93,21.00
50.13,21.25
50.33,21.00
50.54,21.25
50.74,21.25
50.94,21.50
51.16,21.50
51.36,20.25
51.56,21.25
51.76,21.25
51.97,21.00
52.17,21.25
52.37,20.75
52.58,21.25
52.78,21.25
52.99,20.50
53.19,21.00
53.39,21.50
53.60,20.75
53.80,21.25
54.00,20.50
54.21,21.25
54.41,21.25
54.61,20.75
54.82,21.50
55.02,21.25
55.22,21.25
55.42,21.25
55.63,21.25
55.83,21.25
56.04,21.25
56.24,21.25
56.45,21.25
56.65,21.00
56.85,20.75
57.05,21.25
57.26,21.00
57.46,21.00
57.66,20.75
57.86,21.25
58.08,21.25
58.28,21.50
58.49,21.25
58.69,21.00
58.89,21.25
59.10,21.25
59.30,21.25
59.50,21.25
59.70,21.25
59.91,21.50
60.11,21.50
60.31,21.25
60.51,21.25
60.72,21.25
60.92,21.25
61.12,21.00
61.33,21.25
61.53,21.25
61.73,21.00
61.95,21.25
62.15,21.25
62.35,21.25
62.56,21.25
62.76,21.00
62.96,21.25
63.17,21.25
63.37,21.25
63.57,21.25
63.78,21.25
63.98,21.25
64.18,21.25
64.39,21.25
64.59,21.25
64.79,21.25
64.99,21.00
65.20,21.25
65.40,21.25
65.60,21.25
65.80,20.75
66.01,21.00
66.21,21.00
66.41,21.00
66.62,21.25
66.82,21.25
67.02,21.25
67.22,21.00
67.43,21.25
67.63,21.25
67.83,21.25
68.04,21.25
68.24,21.25
68.44,21.25
68.65,21.25
68.85,21.00
69.05,21.00
69.25,21.25
69.46,21.25
69.66,21.00
69.86,21.25
70.07,21.25
70.27,21.00
70.47,21.25
70.68,20.75
70.88,21.00
71.08,21.25
71.28,21.25
71.49,21.00
71.69,21.25
71.89,20.75
72.09,21.25
72.30,21.25
72.50,20.75
72.70,21.50
72.91,21.25
73.11,21.00
73.32,21.25
73.52,21.00
73.73,21.00
73.93,21.00
74.13,20.75
74.34,21.25
74.54,21.25
74.74,21.25
74.95,21.25
75.15,21.25
75.35,20.75
75.56,21.50
75.76,21.25
75.96,21.25
76.17,21.50
76.37,20.50
76.57,20.75
76.78,20.75
76.99,21.00
77.20,20.50
77.40,21.00
77.60,21.00
77.80,21.25
78.01,21.00
78.21,21.00
78.42,21.25
78.62,21.25
78.82,20.75
79.02,21.25
79.23,20.75
79.44,21.25
79.64,21.25
79.84,20.75
80.04,21.25
80.24,20.75
80.45,21.00
80.65,21.00
80.86,20.75
81.06,21.25
81.26,21.25
81.47,21.25
81.67,21.25
81.88,21.25
82.08,21.00
82.29,20.25
82.50,21.00
82.71,21.00
82.91,21.25
83.11,20.75
83.31,21.25
83.52,21.25
83.72,21.25
83.92,21.25
84.13,21.25
84.33,21.00
84.54,21.25
84.75,21.25
84.95,21.25
85.15,21.00
85.36,20.75
85.56,21.25
85.76,21.00
85.96,21.25
86.17,21.25
86.37,21.25
86.57,21.25
86.77,21.00
86.99,21.00
87.19,21.25
87.39,20.75
87.60,21.00
87.80,21.25
88.00,20.75
88.21,21.00
88.41,21.25
88.61,21.25
88.81,21.25
89.02,21.25
89.22,21.25
89.42,21.50
89.63,21.00
89.84,21.25
90.06,21.00
90.26,21.00
90.46,21.25
90.67,21.25
90.87,21.25
91.07,21.00
91.28,21.25
91.48,20.75
91.68,20.75
91.89,21.25
92.09,21.25
92.29,21.00
92.49,21.25
92.69,21.00
92.90,21.00
93.10,21.00
93.31,21.00
93.53,20.75
93.74,21.00
93.95,21.00
94.15,21.25
94.35,21.50
94.55,20.75
94.76,21.00
94.96,21.00
95.16,21.00
95.37,20.75
95.58,21.25
95.78,20.50
95.99,21.25
96.19,21.25
96.39,20.75
96.59,21.25
96.80,21.00
97.00,21.00
97.20,21.00
97.42,20.75
97.62,21.00
97.82,21.00
98.03,21.00
98.23,21.00
98.43,21.25
98.63,20.75
98.83,21.00
99.04,21.25
99.24,21.25
99.44,20.50
99.64,21.00
99.84,21.00
100.05,21.25
100.25,21.00
100.45,21.00
100.67,21.00
100.87,20.50
101.07,21.00
101.27,21.00
101.47,21.00
101.68,21.00
101.89,20.75
102.10,21.25
102.31,20.75
102.52,21.00
102.72,20.75
102.93,21.00
103.14,20.50
103.34,21.00
103.55,21.00
103.76,21.25
103.96,21.00
104.17,21.00
104.37,21.25
104.57,21.00
104.77,21.00
104.97,21.00
105.18,21.25
105.38,21.25
105.58,20.75
105.78,21.00
105.99,21.25
106.19,21.25
106.39,21.25
106.60,21.25
106.80,21.25
107.00,21.00
107.20,21.25
107.41,21.25
107.61,21.25
107.81,20.25
108.03,20.75
108.23,21.25
108.45,21.00
108.65,20.75
108.85,21.00
109.05,21.00
109.26,20.50
109.46,21.00
109.66,20.50
109.87,20.50
110.07,20.75
110.28,20.75
110.48,21.00
110.68,20.75
110.89,21.00
111.09,20.50
111.29,20.50
111.49,20.75
111.70,20.50
111.90,21.00
112.11,20.75
112.31,20.75
112.51,20.75
112.71,21.00
112.92,20.75
113.12,21.25
113.32,20.75
113.53,20.75
113.73,20.75
113.93,21.00
114.13,21.00
114.33,21.00
114.54,20.75
114.74,20.75
114.94,20.75
115.16,20.50
115.36,20.50
115.56,21.00
115.77,20.75
115.97,21.00
116.17,20.75
116.37,20.75
116.58,20.75
116.78,21.00
116.99,20.75
117.19,21.00
117.39,20.75
117.59,20.75
117.79,21.25
118.00,20.25
118.20,20.50
118.40,21.00
118.60,20.50
118.80,20.75
119.00,20.50
119.21,20.75
119.41,21.25
119.62,20.75
119.82,21.25
120.03,21.00
120.24,21.00
120.44,21.00
120.64,20.75
120.84,20.75
121.05,20.75
121.25,20.75
121.45,20.50
121.65,20.50
121.86,20.75
122.06,21.00
122.26,20.75
122.46,21.00
122.66,20.75
122.87,20.50
123.07,21.00
123.27,20.75
123.47,21.00
123.68,21.25
123.88,20.75
124.08,20.75
124.30,21.00
124.50,21.00
124.70,20.75
124.90,20.75
125.11,20.75
125.32,20.75
125.52,20.75
125.73,20.75
125.93,21.00
126.14,20.25
126.34,20.50
126.54,21.00
126.74,20.75
126.95,20.75
127.15,21.00
127.35,20.75
127.55,20.75
127.76,20.50
127.97,20.75
128.18,21.00
128.38,20.75
128.58,20.75
128.78,20.50
128.99,20.50
129.19,20.75
129.39,20.50
129.61,20.75
129.81,21.00
130.01,21.00
130.23,21.00
130.43,21.00
130.63,20.75
130.84,20.75
131.04,20.50
131.24,20.50
131.44,20.75
131.64,20.50
131.85,20.50
132.05,20.75
132.26,20.75
132.46,20.75
132.66,21.00
132.88,20.50
133.08,20.75
133.28,20.75
133.48,20.75
133.68,20.50
133.89,21.00
134.09,21.00
134.29,21.00
134.49,20.75
134.70,20.50
134.90,20.50
135.10,20.50
135.30,21.00
135.51,20.25
135.71,20.75
135.91,21.00
136.12,20.75
136.32,20.75
136.52,20.75
136.72,20.50
136.94,20.25
137.14,20.75
137.34,20.75
137.55,20.50
137.75,20.25
137.95,21.00
138.15,20.50
138.36,20.00
138.56,21.00
138.76,20.75
138.96,20.75
139.17,21.00
139.37,20.75
139.57,20.50
139.78,21.00
139.98,21.00
140.18,20.75
140.38,21.00
140.59,21.00
140.79,20.75
141.01,21.00
141.22,20.75
141.42,20.75
141.63,20.75
141.83,20.50
142.03,21.00
142.23,21.00
142.44,21.00
142.65,20.75
142.87,21.00
143.09,20.75
143.29,21.00
143.49,20.50
143.70,21.00
143.90,20.75
144.10,20.50
144.30,20.50
144.51,20.75
144.71,20.75
144.91,21.00
145.12,20.25
145.32,21.00
145.52,21.00
145.72,21.00
145.92,20.75
146.13,20.75
146.33,21.00
146.53,21.00
146.75,20.75
146.95,20.50
147.15,20.75
147.36,20.75
147.56,21.00
147.76,20.75
147.96,20.75
148.17,20.75
148.37,20.50
148.58,20.50
148.78,20.75
148.98,20.50
149.19,20.75
149.39,20.75
149.59,21.00
149.79,20.50
150.00,20.75
150.21,21.00
150.42,21.00
150.62,21.00
150.84,20.50
151.04,20.75
151.24,21.00
151.44,21.00
151.65,21.00
151.85,20.50
152.05,20.50
152.26,21.00
152.47,20.75
152.67,20.75
152.88,20.75
153.08,20.75
153.28,21.00
153.48,20.50
153.68,20.50
153.89,20.75
154.10,21.00
154.30,21.00
154.51,21.00
154.71,20.75
154.91,20.75
155.11,20.75
155.32,20.75
155.52,20.75
155.72,20.75
155.93,20.50
156.13,20.50
156.33,20.75
156.54,21.00
156.74,20.50
156.94,21.00
157.14,20.25
157.36,20.50
157.56,20.75
157.76,20.75
157.97,20.50
158.17,20.50
158.37,20.50
158.59,20.50
158.79,20.75
159.01,20.75
159.21,21.00
159.41,21.00
159.61,20.50
159.83,20.50
160.03,20.75
160.24,20.50
160.44,20.25
160.64,20.25
160.84,21.00
161.04,20.75
161.25,20.75
161.45,20.25
161.65,20.50
161.86,20.75
162.06,20.50
162.27,20.25
162.48,20.50
162.68,20.50
162.88,21.00
163.09,20.75
163.29,20.50
163.49,21.00
163.69,21.00
163.90,20.50
164.10,21.00
164.30,21.00
164.51,20.75
164.71,21.00
164.91,20.75
165.12,21.00
165.32,20.75
165.53,21.00
165.73,20.75
165.93,21.00
166.14,20.50
166.34,20.75
166.54,20.50
166.74,21.00
166.94,21.00
167.15,20.75
167.35,21.00
167.55,20.75
167.76,20.75
167.96,20.75
168.18,21.00
168.38,21.00
168.58,21.00
168.79,21.00
168.99,20.75
169.19,20.75
169.40,20.75
169.60,20.50
169.80,21.00
170.01,20.50
170.21,20.50
170.41,20.50
170.62,20.75
170.83,21.00
171.03,21.00
171.24,20.75
171.44,20.25
171.64,20.75
171.84,20.75
172.05,20.25
172.25,20.75
172.45,20.25
172.65,20.50
172.86,20.75
173.06,21.00
173.26,20.75
173.47,20.50
173.67,20.75
173.88,20.75
174.08,20.25
174.28,20.25
174.50,20.50
174.70,20.75
174.90,20.75
175.11,20.75
175.31,21.00
175.52,20.25
175.72,20.75
175.92,21.00
176.12,20.75
176.33,20.25
176.53,20.50
176.73,20.50
176.93,20.50
177.13,20.75
177.34,21.00
177.54,20.75
177.74,21.00
177.95,20.75
178.15,20.25
178.35,20.50
178.55,20.50
178.75,20.50
178.96,21.00
179.16,20.50
179.36,20.50
179.57,20.75
179.77,20.75
179.97,20.25
180.17,20.50
180.38,20.75
180.58,20.75
180.78,20.75
180.98,20.00
181.19,20.75
181.40,21.00
181.61,20.25
181.81,20.75
182.01,20.25
182.21,20.25
182.42,20.75
182.62,20.25
182.82,20.25
183.02,20.25
183.23,20.50
183.43,20.75
183.63,20.50
183.83,21.00
184.04,21.00
184.24,20.75
184.44,21.00
184.66,21.00
184.86,20.25
185.06,20.75
185.27,20.75
185.47,20.25
185.68,20.00
185.88,20.75
186.08,20.75
186.28,21.00
186.50,20.50
186.70,20.50
186.91,21.00
187.11,20.50
187.31,20.50
187.51,20.75
187.72,20.75
187.92,20.75
188.13,20.50
188.33,20.75
188.54,20.50
188.74,20.50
188.95,21.00
189.15,21.00
189.35,20.50
189.56,20.50
189.76,21.00
189.96,20.25
190.17,20.50
190.37,20.75
190.57,20.50
190.77,20.25
190.98,20.50
191.18,20.75
191.38,20.25
191.58,20.25
191.79,20.75
191.99,20.25
192.19,21.00
192.41,20.50
192.61,20.75
192.81,20.75
193.01,20.75
193.22,21.00
193.42,20.50
193.62,20.50
193.83,20.25
194.03,20.25
194.25,20.75
194.45,20.25
194.65,20.50
194.86,20.25
195.06,20.75
195.26,20.25
195.47,20.50
195.67,21.00
195.88,20.75
196.08,20.50
196.28,20.25
196.48,20.75
196.69,20.75
196.89,20.25
197.09,20.25
197.29,20.50
197.50,20.50
197.70,20.75
197.90,20.50
198.11,20.25
198.31,20.50
198.52,20.75
198.72,20.75
198.92,20.75
199.12,20.75
199.33,20.50
199.53,20.75
199.73,20.50
199.93,20.75
200.14,20.50
200.34,20.75
200.54,20.75
200.75,20.75
200.95,20.75
201.15,20.75
201.37,21.00
201.57,20.75
201.77,21.00
201.98,20.50
202.18,20.50
202.39,20.75
202.59,20.75
202.79,21.00
203.00,20.75
203.20,20.50
203.40,20.50
203.61,20.50
203.81,20.25
204.01,20.75
204.22,20.75
204.43,20.50
204.63,20.50
204.84,20.50
205.05,20.00
205.26,21.00
205.46,20.25
205.66,20.50
205.86,20.75
206.07,20.75
206.27,21.00
206.47,20.00
206.68,20.50
206.88,20.75
207.08,21.00
207.29,20.75
207.49,20.75
207.69,20.75
207.91,20.75
208.11,20.75
208.32,20.50
208.53,20.75
208.73,20.75
208.94,20.50
209.14,21.00
209.34,21.00
209.54,20.75
209.75,20.50
209.95,20.25
210.15,20.75
210.35,20.75
210.56,20.75
210.76,20.75
210.96,20.25
211.16,20.00
211.37,20.75
211.57,20.50
211.77,20.50
211.99,20.75
212.19,20.75
212.39,20.75
212.61,20.75
212.81,20.50
213.01,20.75
213.22,21.00
213.42,20.50
213.62,20.75
213.82,20.75
214.03,20.75
214.23,20.75
214.43,20.75
214.64,20.75
214.84,21.00
215.04,20.25
215.26,20.50
215.46,20.50
215.66,20.25
215.87,20.75
216.08,20.50
216.29,20.50
216.49,20.50
216.69,20.25
216.90,20.50
217.10,20.75
217.30,20.75
217.50,20.50
217.71,20.50
217.91,20.50
218.12,20.75
218.32,21.00
218.52,20.75
218.72,20.75
218.93,20.50
219.13,20.75
219.34,20.00
219.54,20.50
219.74,20.75
219.94,20.50
220.14,20.75
220.35,20.25
220.55,20.00
220.75,20.25
220.96,20.75
221.16,20.50
221.36,20.75
221.56,20.50
221.77,20.50
221.97,21.00
222.19,20.25
222.39,20.50
222.59,20.50
222.79,20.25
223.00,20.25
223.20,20.75
223.40,20.75
223.61,20.50
223.81,20.50
224.01,20.75
224.22,20.75
224.42,20.75
224.62,20.50
224.83,20.75
225.03,20.50
225.24,20.25
225.46,21.00
225.66,20.50
225.86,21.00
226.07,20.75
226.27,21.00
226.48,20.75
226.69,20.25
226.89,20.50
227.10,20.75
227.30,20.50
227.50,21.00
227.71,20.25
227.91,20.75
228.13,20.75
228.33,21.00
228.53,20.75
228.74,20.50
228.94,20.50
229.14,20.25
229.34,20.50
229.55,20.25
229.75,20.25
229.95,21.00
230.15,20.25
230.36,20.75
230.56,20.75
230.76,20.75
230.97,20.75
231.19,20.75
231.39,20.75
231.60,20.75
231.80,20.75
232.00,20.50
232.21,20.75
232.41,21.00
232.61,20.50
232.82,20.75
233.02,21.00
233.22,20.75
233.42,20.75
233.63,20.50
233.83,21.00
234.03,20.50
234.23,20.50
234.44,20.50
234.64,20.75
234.84,20.50
235.04,20.75
235.25,20.75
235.45,20.50
235.65,21.00
235.85,20.25
236.06,20.75
236.26,21.00
236.46,20.75
236.66,20.25
236.86,20.75
237.08,20.75
237.28,20.75
237.48,20.25
237.69,20.75
237.89,20.75
238.09,20.25
238.29,20.25
238.50,20.75
238.70,20.75
238.90,21.00
239.12,21.00
239.32,20.25
239.52,20.25
239.73,21.00
239.93,20.50
240.13,20.50
240.34,20.75
240.55,20.50
240.76,20.50
240.96,20.75
241.16,20.75
241.36,20.50
241.57,21.00
241.77,20.50
241.97,21.00
242.19,20.75
242.39,20.75
242.59,21.00
242.79,20.25
243.00,20.50
243.20,20.75
243.40,20.75
243.61,20.75
243.81,21.00
244.01,20.75
244.21,20.25
244.42,20.50
244.62,20.75
244.82,20.75
245.02,20.75
245.23,20.75
245.43,20.50
245.63,21.00
245.84,20.75
246.04,20.50
246.24,20.75
246.44,20.75
246.65,20.75
246.86,20.75
247.07,20.75
247.27,20.50
247.47,20.50
247.67,20.50
247.87,21.00
248.08,20.75
248.28,20.50
248.48,20.75
248.68,21.00
248.89,20.25
249.10,20.50
249.30,20.75
249.51,20.50
249.71,20.00
249.92,20.75
250.12,20.25
250.32,20.25
250.52,20.50
250.74,20.50
250.94,20.50
251.14,20.75
251.35,20.50
251.55,20.50
251.75,20.75
251.95,20.50
252.16,20.75
252.36,20.50
252.56,20.75
252.77,20.50
252.97,20.75
253.17,20.75
253.37,20.25
253.58,20.75
253.78,20.75
253.98,20.75
254.18,20.25
254.39,20.25
254.59,20.50
254.79,20.75
254.99,20.50
255.20,20.25
255.40,20.50
255.60,19.75
255.81,20.50
256.01,20.75
256.21,20.75
256.41,20.25
256.61,20.00
256.82,20.25
257.02,20.50
257.22,20.25
257.43,20.75
257.63,20.50
257.83,20.50
258.04,20.75
258.24,20.50
