Tiempo (s),Temperatura (°C)
614.28,19.75
614.48,20.25
614.69,20.00
614.89,20.25
615.09,20.25
615.29,20.25
615.50,19.50
615.70,20.25
615.90,20.00
616.11,20.25
616.31,20.00
616.51,20.25
616.72,19.75
616.92,20.25
617.12,20.25
617.32,20.25
617.53,20.25
617.73,20.25
617.93,20.25
618.13,20.25
618.34,20.25
618.54,19.50
618.74,20.00
618.94,20.25
619.15,20.25
619.35,20.25
619.55,20.25
619.77,20.25
619.97,20.25
620.17,20.25
620.38,20.25
620.58,20.25
620.79,20.25
621.00,19.75
621.21,20.25
621.41,20.50
621.62,20.25
621.82,20.00
622.02,20.00
622.23,20.25
622.43,20.25
622.63,20.25
622.85,20.25
623.05,20.25
623.26,20.25
623.46,20.25
623.66,19.75
623.86,20.25
624.07,19.75
624.27,20.00
624.47,20.00
624.67,20.25
624.88,20.25
625.08,20.00
625.28,20.25
625.48,20.50
625.69,20.00
625.89,20.00
626.09,20.00
626.30,20.25
626.51,20.00
626.72,20.25
626.93,20.00
627.14,20.25
627.34,20.25
627.56,20.50
627.76,20.25
627.97,20.25
628.17,19.75
628.37,20.25
628.57,20.25
628.77,20.25
628.98,20.25
629.18,20.25
629.38,20.50
629.59,20.00
629.79,20.25
629.99,20.25
630.20,19.75
630.41,20.25
630.62,20.25
630.82,20.25
631.02,20.25
631.23,20.00
631.43,20.25
631.63,20.00
631.84,20.50
632.04,20.50
632.24,20.50
632.44,20.50
632.65,20.00
632.86,20.25
633.07,20.25
633.27,20.25
633.47,20.00
633.67,20.25
633.88,20.25
634.08,20.25
634.28,19.75
634.48,20.25
634.69,20.25
634.90,20.25
635.10,20.25
635.31,20.25
635.51,20.25
635.71,20.25
635.92,20.25
636.12,20.00
636.32,20.25
636.53,20.00
636.73,20.00
636.93,19.50
637.13,20.50
637.34,20.25
637.54,20.50
637.74,20.25
637.94,20.50
638.15,19.75
638.35,20.25
638.55,20.00
638.75,20.00
638.96,20.00
639.16,20.25
639.36,19.75
639.56,20.50
639.76,19.75
639.97,20.25
640.17,20.25
640.37,20.00
640.57,19.75
640.77,19.75
640.98,20.00
641.18,19.75
641.38,20.50
641.59,20.25
641.79,20.25
641.99,19.50
642.20,20.25
642.40,19.75
642.60,19.75
642.80,20.00
643.00,20.00
643.21,20.00
643.41,20.00
643.61,20.00
643.81,20.25
644.02,20.00
644.22,20.25
644.42,20.25
644.62,20.00
644.83,19.75
645.03,20.25
645.25,20.50
645.45,20.00
645.65,20.25
645.85,20.50
646.06,20.50
646.26,20.00
646.46,20.25
646.66,20.25
646.86,20.25
647.07,20.50
647.27,19.50
647.47,20.00
647.67,20.25
647.88,20.50
648.08,20.25
648.28,19.50
648.49,20.00
648.69,19.75
648.89,20.25
649.09,20.00
649.29,20.00
649.50,20.25
649.70,20.50
649.90,20.00
650.10,20.00
650.31,19.75
650.51,20.50
650.71,20.00
650.91,20.00
651.13,20.50
651.33,20.25
651.53,20.25
651.74,20.00
651.94,20.25
652.14,19.75
652.34,20.00
652.55,20.25
652.75,20.00
652.95,20.25
653.15,20.25
653.35,20.50
653.57,20.50
653.78,20.25
653.98,19.75
654.18,20.25
654.38,20.00
654.59,20.00
654.79,20.25
654.99,20.25
655.19,20.25
655.40,20.00
655.60,20.25
655.80,20.25
656.00,20.25
656.20,19.75
656.41,20.00
656.61,20.25
656.82,20.00
657.03,20.25
657.24,20.25
657.44,20.50
657.64,19.50
657.85,20.25
658.06,20.25
658.26,20.25
658.47,20.25
658.67,20.25
658.87,20.25
659.08,20.00
659.28,19.75
659.48,20.00
659.68,20.50
659.88,20.25
660.09,20.00
660.29,20.00
660.49,19.75
660.69,20.00
660.89,20.50
661.10,20.25
661.30,20.50
661.50,20.00
661.71,20.00
661.91,20.25
662.11,19.75
662.32,19.50
662.52,20.00
662.72,20.00
662.92,20.00
663.13,20.50
663.33,20.25
663.53,20.25
663.75,20.75
663.95,20.25
664.15,20.00
664.35,20.25
664.56,20.00
664.76,20.50
664.96,20.25
665.16,19.75
665.37,20.25
665.57,19.75
665.77,20.00
665.98,20.25
666.18,20.50
666.38,20.25
666.58,19.75
666.78,19.75
666.99,20.00
667.19,20.50
667.39,20.00
667.59,20.50
667.79,20.25
668.00,20.00
668.20,19.75
668.40,19.75
668.61,20.25
668.81,19.75
669.01,20.00
669.21,20.00
669.41,20.50
669.63,20.25
669.83,20.00
670.04,20.25
670.24,20.25
670.44,20.25
670.65,20.00
670.85,20.50
671.05,20.00
671.25,20.25
671.45,20.25
671.66,20.50
671.86,20.25
672.06,20.00
672.28,20.25
672.48,20.25
672.69,19.75
672.89,20.25
673.09,20.00
673.29,19.75
673.51,19.75
673.71,20.50
673.92,20.00
674.12,20.50
674.33,20.00
674.54,20.50
674.74,19.75
674.95,20.50
675.15,20.00
675.35,20.25
675.56,20.25
675.76,20.50
675.96,20.25
676.17,20.25
676.37,19.75
676.57,20.25
676.77,20.25
676.97,20.25
677.18,20.50
677.38,20.25
677.58,20.25
677.78,20.50
677.99,20.25
678.20,20.25
678.41,20.00
678.61,20.25
678.81,20.00
679.01,20.00
679.22,20.50
679.43,19.75
679.63,20.00
679.84,20.50
680.04,20.25
680.24,20.25
680.45,20.50
680.65,20.50
680.85,20.75
681.05,19.75
681.26,20.25
681.46,19.75
681.66,20.25
681.86,20.00
682.06,20.25
682.27,20.25
682.47,20.00
682.67,20.25
682.87,19.50
683.08,20.25
683.28,20.25
683.48,19.75
683.69,20.00
683.90,20.00
684.10,20.00
684.31,20.25
684.51,20.50
684.71,19.75
684.92,20.25
685.12,20.25
685.32,20.50
685.52,20.50
685.73,20.50
685.93,19.75
686.13,19.75
686.33,20.25
686.54,20.50
686.74,20.25
686.94,20.25
687.15,20.25
687.35,20.25
687.55,20.00
687.76,20.50
687.96,20.25
688.16,20.50
688.37,20.00
688.57,20.25
688.77,20.25
688.99,20.25
689.19,20.50
689.40,20.25
689.60,20.50
689.80,20.50
690.00,20.50
690.21,20.25
690.41,20.50
690.61,20.25
690.81,20.50
691.02,20.50
691.22,20.25
691.42,20.00
691.64,20.00
691.85,19.50
692.05,20.25
692.25,20.25
692.45,19.75
692.65,20.25
692.86,20.25
693.07,20.25
693.28,20.25
693.48,20.25
693.68,20.50
693.88,20.25
694.08,20.50
694.29,20.25
694.49,20.50
694.69,20.25
694.90,20.25
695.11,20.00
695.31,20.50
695.52,20.50
695.72,20.50
695.92,19.75
696.12,19.75
696.32,20.25
696.54,20.50
696.74,20.25
696.95,20.50
697.16,20.25
697.37,20.50
697.57,20.25
697.77,20.50
697.98,20.25
698.19,20.25
698.39,20.00
698.60,20.50
698.80,20.25
699.01,20.50
699.23,20.50
699.43,20.50
699.63,19.75
699.84,20.25
700.04,20.50
700.26,20.50
700.46,20.00
700.66,20.25
700.87,20.00
701.07,20.25
701.29,20.25
701.49,20.50
701.69,20.00
701.90,20.25
702.10,20.25
702.30,20.50
702.50,20.50
702.71,20.50
702.91,20.50
703.11,20.25
703.31,20.50
703.52,19.75
703.72,20.25
703.92,20.50
704.13,20.00
704.33,20.25
704.53,20.50
704.73,20.25
704.94,20.50
705.14,20.25
705.34,20.25
705.54,20.00
705.75,20.25
705.95,20.25
706.17,20.25
706.37,20.25
706.57,20.50
706.79,20.25
706.99,20.50
707.20,20.50
707.40,20.50
707.60,19.75
707.80,20.25
708.01,20.50
708.21,20.25
708.41,20.25
708.61,20.50
708.81,20.50
709.02,19.75
709.22,20.25
709.42,20.25
709.63,20.00
709.83,20.00
710.03,20.25
710.23,20.25
710.44,20.00
710.64,20.25
710.85,20.75
711.05,20.50
711.25,20.25
711.47,20.25
711.67,20.25
711.87,20.25
712.07,20.00
712.28,20.00
712.48,20.00
712.68,20.50
712.89,20.25
713.09,20.50
713.29,20.00
713.49,20.00
713.70,20.25
713.90,20.00
714.10,20.50
714.30,20.50
714.50,20.50
714.71,20.50
714.91,20.25
715.11,20.25
715.32,20.50
715.52,20.50
715.73,20.00
715.93,20.00
716.14,20.25
716.34,20.50
716.54,20.00
716.74,20.25
716.95,20.25
717.15,20.25
717.35,20.50
717.56,20.25
717.76,19.75
717.96,20.00
718.16,20.50
718.37,20.00
718.57,19.75
718.78,20.50
718.99,20.50
719.19,20.50
719.40,20.00
719.61,19.75
719.82,20.25
720.02,20.50
720.22,20.25
720.43,20.50
720.63,20.25
720.83,20.25
721.04,20.50
721.26,20.50
721.46,20.00
721.66,20.25
721.86,20.25
722.07,20.50
722.27,20.50
722.48,20.25
722.69,20.50
722.90,20.50
723.11,20.25
723.31,20.25
723.51,20.25
723.72,20.50
723.92,20.50
724.12,20.25
724.33,20.50
724.53,20.25
724.73,20.25
724.93,20.50
725.14,20.00
725.34,20.25
725.55,20.50
725.75,20.00
725.95,19.75
726.15,20.00
726.36,19.75
726.56,19.75
726.76,20.00
726.96,20.50
727.17,20.25
727.37,20.00
727.58,20.50
727.78,20.00
727.98,19.75
728.18,19.75
728.38,20.25
728.59,20.00
728.79,20.75
729.01,19.75
729.21,20.00
729.41,19.75
729.61,20.25
729.82,20.25
730.02,20.00
730.22,20.25
730.42,19.75
730.62,20.50
730.83,20.25
731.03,20.25
731.23,20.25
731.44,20.25
731.64,20.50
731.85,20.25
732.05,20.25
732.26,20.50
732.46,20.50
732.67,20.50
732.87,20.50
733.07,20.00
733.27,20.00
733.48,20.25
733.68,20.25
733.88,19.50
734.09,19.75
734.29,20.50
734.49,20.50
734.69,20.00
734.91,20.50
735.11,20.50
735.33,20.00
735.53,20.25
735.74,20.50
735.94,20.50
736.14,20.50
736.34,20.25
736.55,19.75
736.75,20.00
736.95,20.00
737.15,20.00
737.35,20.00
737.55,19.75
737.76,20.25
737.96,20.25
738.16,20.50
738.36,20.25
738.57,20.50
738.77,20.25
